key,parent_key,text,type,nb_players
,,Concours jusqu'à la fin du jeu entre %s et %s ! La personne qui tient le plus longtemps en gainage gagne. L'autre boit $ gorgées,1,2
,,Concours de débilité ! %s et %s doivent envoyer le plus de textos à des personnes différentes en 1 minute ! Le ou la perdante boit $ gorgées,1,2
,,Concours de débilité jusqu'à la fin du jeu ! %s et %s doivent tenir leur langue avec deux doigts jusqu'à ce qu'un des deux craque ! Le ou la perdante boit $ gorgées,1,2
,,%s pèse les coui**es d'un des joueurs ou boit $ gorgées,1,1
,,"Les mecs, le dernier torse nu boit $ gorgées",1,0
,,"%s, lance un défi à %s. Si il ou elle refuse c'est $ gorgées pour sa gueule",1,2
,,"%s, met un statut Facebook à un des joueurs. S'il atteint 15 likes avant la fin du jeu tu distribues un cul sec, sinon tu bois le nombre de likes ...",1,1
,,"%s, imite un chien ivre qui aboie et bois $ gorgées",1,1
,,%s boit $ gorgées pendant que %s souffle sur le visage de %s,1,3
,,"%s, reste 5 minutes avec tes index dans les oreilles ou bois $ gorgées toutes les minutes",1,1
,,"%s, compte jusqu'à 200 à voix haute ou bois $ gorgées",1,1
,,"%s doit tenir 10 secondes de rodéo sur %s, $ gorgées en cas d'échec ou de refus",1,2
,,%s casse toi un glaçon sur le front ou bois $ gorgées,1,1
,,"%s, fais-toi casser un glaçon sur le front par %s, refuse pour $ gorgées",1,2
,,"""Je te tiens, tu me tiens, par la barbichette, le premier qui rira aura un cul sec !"" : %s et %s, c'est parti",1,2
,,"%s, quelle est la dernière chose qui est rentrée dans ton cul ? Réponds et bois $ gorgées",1,1
,,"%s, montre ton anus ou bois $ gorgées",1,1
,,"Concours de débilité entre %s et %s (ne bloquez pas le jeu) : serrez vous la main en continu, cul sec pour le ou la première qui abandonne",1,2
,,Le premier à montrer ses couilles distribue $ gorgées,1,0
,,Ceux qui ont moins de la moitié de leur verre rempli le finissent cul sec,1,0
,,Tout le monde prend $ gorgées. Sauf %s qui fait de très bonnes pipes avec son cul,1,1
,,%s se met un glaçon dans le cul ou boit $ gorgées,1,1
,,"%s, bois autant de gorgées que t'as léché de chattes",1,1
,,"%s, va sonner chez le voisin ou bois $ gorgées",1,1
,,"%s, mets un peu de ton verre dans ton slip ou bois $ gorgées",1,1
,,"%s, envoie un texto à un de tes contacts ""je me suis encore chié dessus"", ou bois $ gorgées",1,1
,,"%s, va pisser dans l'évier ou bois $ gorgées",1,1
,,"%s, mets ton visage dans l'eau des toilettes ou bois $ gorgées",1,1
,,"%s, verse un peu de ton verre sur ton crâne ou bois $ gorgées",1,1
,,"%s, mets toi en robe de chambre et va demander au voisin des glaçons pour ton verre, ou bois $ gorgées",1,1
,,%s en mode masque de beauté ! Étale toi du dentifrice sur le visage ou bois $ gorgées,1,1
,,"%s, mange toi une crotte de nez ou bois $ gorgées",1,1
,,"%s, bois dans chaque bouteille présente sur la table",1,1
,,"%s, envoie une photo de ta bite ou de ta schneck à 3 contacts ou bois $ gorgées",1,1
,,"%s, tiens 5 secondes en équilibre sur les mains avec le pantalon aux chevilles ou bois $ gorgées",1,1
,,"%s, fais nous une roue ou bois $ gorgées",1,1
,,"%s, lèche la raie de %s ou bois $ gorgées",1,2
,,%s met une gorgée dans sa bouche et la recrache dans le verre de %s,1,2
,,"%s nous explique comment faire un ""perfect"" aux chiottes et boit $ gorgées",1,1
,,%s bouffe un glaçon ou boit $ gorgées,1,1
,,"%s, choisis un binoclard et fous lui des grosses traces de doigt, $ gorgées en cas de refus. Si personne n'a de binocles, distribue $ gorgées",1,1
,,"%s, mange les cheveux d'un joueur, $ gorgées en cas de refus",1,1
,,%s se met en relation libre avec sa main sur FB ou fait un cul sec,1,1
,,"%s et %s font aaaaaaaaaaa, celui ou celle qui tient le plus longtemps peut distribuer $ gorgées",1,2
,,Tous les joueurs échangent leurs paquets de clopes,1,0
,,%s se fout un tampon dans le cucul ou boit $ gorgées,1,1
,,"%s, colle-toi une capsule de bière sur le front, si elle tient plus de 30 secondes tu distribues $ gorgées, bois-les sinon",1,1
,,"%s, enfonce ton doigt dans les côtes de celui ou celle qui boira $ gorgées",1,1
,,"%s, prends toi une bifle par tout le monde ou bois $ gorgées",1,1
,,Tournée des bars ! %s prend une gorgée dans chaque verre,1,1
,,"%s, ajoute un peu de lait dans ton verre. S'il n'y a pas de lait, ce sera du vinaigre…",1,1
,,"%s, ajoute un peu de sel dans ton verre. Ou du poivre, des herbes de provence, de quoi assaisonner agréablement",1,1
,,"%s, pose une question à qui tu veux, le joueur est obligé de répondre ou finir son verre",1,1
,,"%s, regarde l'heure et distribue les chiffres affichés en gorgées (23h32 => 2, 3, 3 et 2 gorgées)",1,1
,,"%s, raconte une blague salace. Si tu n'en trouves pas ou que personne ne rigole tu bois $ gorgées",1,1
,,"%s, envoie un selfie à une personne choisie par %s ou bois $ gorgées",1,2
,,"%s, mets toi un mickey sur le front ou bois $ gorgées",1,1
,,"%s, prends toi une baffe par %s ou bois $ gorgées",1,2
,,"%s, prends toi un coup de poing sur l'épaule par %s ou bois $ gorgées",1,2
,,"%s, pisse sur la table ou bois $ gorgées",1,1
,,"%s, crache sur la table ou bois $ gorgées",1,1
,,"%s, crache dans ton verre ou finis-le",1,1
,,"%s, fais toi cracher dans ton verre par %s ou bois $ gorgées",1,2
,,"%s, finis ton verre ou laisse %s tremper sa bite dedans. Si c'est une femme eh bien... Finis ton verre ;)",1,2
,,"%s, trempe ta bite dans ton verre ou finis le. Si t'es une femme, pas de pot...",1,1
,,"%s, finis ton verre ou laisse %s tremper ses couill*es dedans. Si c'est une femme eh bien... Tant pis pour toi",1,2
,,"%s, trempe tes couill*es dans ton verre ou finis le. Si t'es une femme, pas de bol...",1,1
,,"%s, appelle un type et insulte-le. Ou bois $ gorgées",1,1
,,"%s, insulte un type par texto. Ou bois $ gorgées",1,1
,,"%s, pousse un cri la bouche pleine ou bois $ gorgées",1,1
,,"%s, fais toi écrire sur le bras ou bois $ gorgées",1,1
,,"%s, fais toi écrire sur le front ou bois $ gorgées",1,1
,,"%s, fais toi écrire sur la joue ou bois $ gorgées",1,1
,,"%s, fais deviner une chanson en sifflant la bouche pleine, le gagnant distribue $ gorgées",1,1
,,"%s, mets un doigt qui pue (tu te le mets dans le cucul avant) dans ton verre ou finis-le",1,1
,,"%s, laisse %s mettre un doigt qui pue dans ton verre (il ou elle se le met dans le cucul avant) ou finis-le",1,2
,,"%s, si tu te mets un doigt dans le cul, %s finis son verre",1,2
,,"%s, mets toi pieds nus ou bois $ gorgées",1,1
,,"%s, laisse %s déchirer un de tes vêtements ou finis ton verre",1,2
,,"%s, raconte ta pire honte ou finis ton verre",1,1
,,Les mecs qui font l'hélico avec leur teube maintenant là tout de suite ne boivent pas $ gorgées,1,0
,,"%s, tu bois autant de fois qu'il y a de mecs débiles dans la pièce",1,1
,,"%s, tu bois autant de fois qu'il y a de meubles dans la pièce",1,1
,,"%s, mets ton pantalon à l'envers (le devant derrière) ou bois $ gorgées ",1,1
,,"%s, renifle les pieds de chaque joueur ou finis ton verre",1,1
,,%s accepte une baffe de chaque joueur ou boit 10 gorgées,1,1
,,"Echangez vos verres de droite à gauche. %s, finis ton verre avant de le lâcher",1,1
,,"%s, soit tu distribues $ gorgées à qui tu veux, soit %s fait un cul sec",1,2
,,"%s, soit tu bois une gorgée dans chaque verre, soit tu finis le tien",1,1
,,"%s et %s font un ping pong imaginaire, le perdant prend $ gorgées",1,2
,,"%s, bois autant de gorgées que t'as chié cette semaine",1,1
,,Ceux qui ont déjà utilisé un objet pour se percer un bouton boivent $ gorgées,1,0
,,"%s, bois autant de gorgées que t'as de couilles",1,1
,,"%s, distribue autant de gorgées que tu as de poils qui dépassent du nez. %s, check-moi ça",1,2
,,"%s, distribue autant de gorgées que tu as de boutons sur la gueule, disons 6 max. %s, c'est toi qui vérifies",1,2
,,"%s, montre-nous des kiwis ou bois $ gorgées",1,1
,,"%s, bois autant de gorgées que de feuilles utilisées lors de ta dernière grosse commission",1,1
,,"%s, raconte nous la dernière fois où tu t'es chié dessus, ou finis ton verre",1,1
,,"On rigole on rigole, quand est-ce qu'on picole ? %s, %s, %s et %s vous buvez $ gorgées",1,4
,,"%s, bois $ gorgées ou fais caca dans ta main",1,1
,,"%s, bois $ gorgées ou fais caca sur la table",1,1
,,"%s, mets une photo de ton gros orteil sur Facebook ou bois $ gorgées",1,1
,,"%s, ajoute une actrice porno sur Snapchat ou bois $ gorgées",1,1
,,"%s, prends-toi une belle olive par %s (les deux mains serrées dans le cul-cul) ou bois $ gorgées",1,2
,,"%s, fais toi un mono sourcil au feutre et tu pourras distribuer un cul sec",1,1
,,"%s, si tu écris ""catin"" au feutre sur ton front tu peux distribuer un cul sec",1,1
,,"%s, lèche les tétons de tous les volontaires et bois pour chacun d'entre eux",1,1
,,"%s, arrache toi des poils pubiens en une fois, tu pourras distribuer autant de gorgées qu'il y a de poils. Aucun poil et tu bois $ gorgées",1,1
,,"Élisez votre Tinder boy, celui-ci boira autant de gorgées qu'il a de filles dans son répertoire avec le nom de famille ""Tinder""",1,0
,,"%s, lèche les aisselles de %s ou bois $ gorgées",1,2
,,"%s, sois honnête, si %s tuait quelqu'un... Tu l'aiderais à cacher le corps ? Distribue $ gorgées si oui, sinon bois-les",1,2
,,"%s, distribue autant de gorgées que de crottes de nez que tu trouveras dans tes narines",1,1
,,"%s, distribue autant de gorgées que de sodomies pratiquées les 12 derniers mois",1,1
,,"%s, mange du PQ ou bois $ gorgées",1,1
,,"%s, trempe un sopalin entier dans un verre et presse le au-dessus de ta bouche pour boire un maximum. Ou bois $ gorgées",1,1
,,"%s, laisse %s te pincer le nez pendant que tu bois $ gorgées",1,2
,,"%s, perce le bouton d'un joueur ou bois $ gorgées",1,1
,,"%s, distribue autant de gorgées qu'il y a de cons à cette table",1,1
,,"%s, fais toi lécher la gueule par %s. Tout refus entraîne $ gorgées",1,2
,,"%s, fais toi lécher les yeux par %s. Tout refus entraîne $ gorgées",1,2
,,"%s, fais toi lécher les dents par %s. Tout refus entraîne $ gorgées",1,2
,,"%s, bois $ gorgées la tête à l'envers",1,1
,,"%s, finis le verre d'un joueur au choix",1,1
,,"%s, bois le maximum de ton verre en le lapant comme un chat",1,1
,,"%s, sniffe un peu de ton verre ou bois $ gorgées",1,1
,,"%s et %s, lisez le premier SMS qui s'affiche quand on tape ""caca"" dans la barre de recherche. Refusez pour $ gorgées",1,2
,,"%s, si t'es un homme, envoie une photo de ta bite à une ancienne conquête ou bois $ gorgées. Si t'es une femme, ça sera ta culotte",1,1
,,"%s, vas te chercher du fromage entre les orteils ou bois $ gorgées",1,1
,,"%s, touche ton aisselle avec un doigt de pied ou bois $ gorgées",1,1
,,"%s, enlève une de tes chaussettes avec tes dents ou bois $ gorgées",1,1
,,"%s, mets une chaussette dans ta bouche ou bois $ gorgées",1,1
,,"%s, lèche l'oeil de %s ou bois $ gorgées",1,2
,,"%s, lèche le nez de %s ou bois $ gorgées",1,2
,,Le joueur entre %s et %s qui imite le mieux un mec en train de souffrir aux chiottes distribue un cul sec,1,3
,,Le premier joueur entre %s et %s à trouver un zizi d'animal sur internet distribue $ gorgées,1,2
,,"%s, distribue autant de gorgées que de joueurs qui ont des boutons sur la gueule",1,1
,,"%s, distribue autant de gorgées qu'il y a de boutons sur la gueule de %s",1,2
,,"%s, si tu peux prouver que %s n'a jamais fantasmé sur un membre de sa famille, distribue $ gorgées. Sinon bois-les",1,2
,,"%s, bois un peu de ton verre à bout de bras. Ou finis-le",1,1
finger-nose,,%s se met 2 doigts dans le nez jusqu'à nouvel ordre,2,1
,finger-nose,"%s, tu peux enlever tes doigts du nez",2,1
topless,,%s se met torse nu ou en soutif,2,1
,topless,%s peut se rhabiller,2,1
gneee,,"%s, tu dois finir toutes tes phrases par ""Hein ?""",2,1
,gneee,"%s, tu peux arrêter avec tes ""Hein ?""",2,1
pull-hair,,%s peut arracher des poils ou cheveux à %s à chaque fois que quelqu'un boit,2,2
,pull-hair,%s arrête d'arracher les poils de cul de %s,2,2
lying-floor,,"%s s'allonge par terre, on te dira quand te relever",2,1
,lying-floor,"%s, tu peux te relever",2,1
tongue-out,,"Bon chien-chien ! %s, laisse pendre ta langue jusqu'à nouvel ordre",2,1
,tongue-out,"%s, ravale ta langue",2,1
god,,Prosternez-vous devant %s votre nouveau Dieu ! A chaque nouvel événement il/elle peut distribuer jusqu'à 3 gorgées et supprimer toutes les siennes !,2,1
,god,"%s n'est plus Dieu, tu peux d'ailleurs boire $ gorgées pour tout le mal que tu as fait",2,1
ceasar,,"%s est César ! À n'importe quel moment : pouce haut et le joueur visé annule ses gorgées, pouce bas et le joueur double !",2,1
,ceasar,%s n'est plus César !,2,1
hide-your-face,,%s doit se mettre un T-shirt sur la tête pour cacher son horrible tronche !,2,1
,hide-your-face,%s peut de nouveau montrer sa tronche de cake à tout le monde !,2,1
hobo-of-the-night,,%s est le clodo de la soirée ! Tu bois 2 gorgées à chaque fois qu'un joueur te file 10 centimes ! ,2,1
,hobo-of-the-night,%s n'est plus clochard !,2,1
cresus,,"%s est Crésus ! Tu achètes les gens pour les voir boire, 10 centimes les 3 gorgées !",2,1
,cresus,%s n'est plus Crésus !,2,1
zoo-director,,%s est le directeur du zoo ! Tu as le pouvoir de faire imiter l'animal de ton choix à n'importe qui jusqu'à nouvel ordre !,2,1
,zoo-director,%s n'est plus le directeur du zoo !,2,1
voldemort,,"%s est Voldemort ! Tu peux lancer jusqu'à trois sorts ""Avada Kedavra"" dans la tronche de quelqu'un qui prendra 5 gorgées !",2,1
,voldemort,%s n'est plus Voldemort !,2,1
to-the-bus,,"%s peut à n'importe quel moment crier ""allé hop !"", la dernière personne à crier ""au bus !"" boit",2,1
,to-the-bus,"%s n'a plus à crier ""allé hop !""",2,1
lick-glass,,%s doit maintenant lécher le cul de son verre avant chaque gorgée !,2,1
,lick-glass,%s peut arrêter de lécher son verre !,2,1
hold-ear,,%s doit tenir l'oreille de %s et inversement jusqu'à nouvel ordre,2,2
,hold-ear,%s et %s peuvent se lâcher les oreilles !,2,2
clac-fingers,,"%s doit maintenant claquer des doigts et dire ""yes biiitch"" à chaque fois que quelqu'un boit !",2,1
,clac-fingers,%s arrête de claquer des doigts !,2,1
pikachu,,"%s est Pikachu ! Jusqu'à nouvel ordre il parle dans la langue Pikachu, $ gorgées à chaque manque",2,1
,pikachu,%s n'est plus Pikachu !,2,1
trade-socks,,%s et %s échangent de chaussettes !,2,2
,trade-socks,%s et %s peuvent reprendre leurs chaussettes !,2,2
speak-at-the-same-time,,%s et %s doivent parler à chaque fois en même temps sous peine de $ gorgées !,2,2
,speak-at-the-same-time,%s et %s peut se désynchroniser !,2,2
mongolito,,"%s est mongolito, il ou elle est obligé(e) de boire en rotant sous peine de $ gorgées",2,1
,mongolito,%s n'est plus mongolito !,2,1
speak-high-pitched,,"%s, largue tes couilles ! T'es obligé(e) de parler super aigu",2,1
,speak-high-pitched,"%s, t'as enfin retrouvé tes couilles",2,1
epileptical-mescouilles,,%s est l’épileptique ! Cligne des yeux toutes les secondes,2,1
,epileptical-mescouilles,%s a soigné son épilepsie !,2,1
glouglou-mania,,"%s, tu dois faire glouglouglouglou… à chaque fois que quelqu'un boit",2,1
,glouglou-mania,"%s, t’as perdu ta glouglou mania",2,1
must-spurb,,%s est maintenant obligé de parler en rotant sous peine de $ gorgées,2,1
,must-spurb,"%s, arrête de roter c'est dégueulasse",2,1
tarzan-like,,"%s et %s, vous parler comme Tarzan ! $ gorgées si vous gourrer",2,2
,tarzan-like,Retour à la civilisation pour %s et %s !,2,2
full-of-lice,,%s t'es plein(e) de poux ! Gratte toi la tête jusqu'à nouvel ordre,2,1
,full-of-lice,"%s, tes poux ont disparu",2,1
no-consonne-sa-mere,,"%s débile va, t'as interdiction de prononcer les consonnes !",2,1
,no-consonne-sa-mere,%s tu peux de nouveau prononcer les consonnes,2,1
inside-out,,%s a la tête dans le cul ! Tu mets au moins deux vêtements à l'envers jusqu'à nouvel ordre,2,1
,inside-out,%s peut remettre ses vêtements à l'endroit,2,1
dictator,,%s est le dictateur ! Il ou elle peut à tout moment donner un gage à quelqu'un. $ gorgées en cas de refus,2,1
,dictator,"Renversement du gouvernement, %s n'est plus dictateur et termine son verre",2,1
,dictator,"Renversement du gouvernement, %s n'est plus dictateur et entraîne quelqu'un dans sa chute ! Fais boire $ gorgées à qui tu veux",2,1
man-you-stink,,"%s, tu pues du cul. Plus personne ne peut s'approcher de toi à moins de 3m",2,1
,man-you-stink,%s a pris une douche et est de nouveau accepté dans le groupe,2,1
floor-lava,,"%s, le sol est trop chaud ! Dès que tes pieds touchent le sol tu bois $ gorgées",2,1
,floor-lava,"%s, tu peux de nouveau toucher le sol",2,1
kitty,,"%s, t'es un chat tout mignon ! Lèche constamment le dos de ta main sans rechigner",2,1
,kitty,"%s, tu n'es plus ni un chat ni mignon",2,1
chemister,,"%s, tu es le chimiste ! Mélange les verres des joueurs que tu veux quand tu veux, ils devront s'adapter",2,1
,chemister,"%s, tu n'es plus le chimiste",2,1
t-rex,,"%s, tu te transformes en T-rex... Tes coudes doivent être collés à ton corps jusqu'à nouvel ordre. Tu bois pour chaque oubli",2,1
,t-rex,"%s, tu n'es plus le T-rex !",2,1
squint-eyes,,"Nouvelle règle débile, %s tu parles en louchant, tu prends $ gorgées à chaque manque",2,1
,squint-eyes,%s arrête de loucher,2,1
meow-end-of-sentence,,"%s, t'es une chatte en chaleur ! Miaule à chaque fin de phrase ou prends $ gorgées",2,1
,meow-end-of-sentence,"%s, t'as fini de miauler",2,1
bark-end-of-sentence,,"%s, gros(se) chien(ne) ! Tu dois aboyer à chaque fin de phrase, ou tu prends $ gorgées",2,1
,bark-end-of-sentence,"%s, t'es plus le chien (la chienne) du groupe",2,1
kings-rule,,"Placez un verre au milieu de la table, chacun le remplit de ce qu'il ou elle veut, ça va chier pour le perdant… %s commence",2,1
,kings-rule,Le joueur $ places à droite de %s finit le verre du milieu…,2,1
swimming-pool,,"%s t'es Philippe Lucas ! Choisis un joueur qui fera semblant de nager la nage que tu souhaites pendant 10 secondes, quand tu veux. Celui qui ne le fait pas prend $ gorgées",2,1
,swimming-pool,"%s, t'es plus coach de natation",2,1
sex-painting,,"%s, tu as jusqu'à la fin du virus pour aller dehors et faire un dessin avec ta pisse, si tu es une fille fais juste une belle flaque. Attention à la sanction si ce n'est pas fait !",2,1
,sex-painting,"%s, tu as pu montrer tes talents d'artiste ? Bois $ gorgées si ça n'a pas été fait. Distribue $ gorgées si le défi est réussi",2,1
flashgordon,,"%s, t'es Flash Gordon ! Tu n'as qu'une minute pour finir tes verres (un conseil : sers-toi des petits verres)",2,1
,flashgordon,"%s, t'es plus Flash Gordon",2,1
maya-bee,,"%s, t'es Maya l'abeille ! Va chercher discrètement du miel dans les oreilles des joueurs pour leur faire boire 2 gorgées",2,1
,maya-bee,"%s, t'es plus Maya l'abeille. Si tu n'as pas pu récupérer de miel bois $ gorgées",2,1
stinky-finger,,"%s, t'as le doigt empoisonné ! À chaque fois que tu le mets dans la raie du cul d'un joueur sans qu'il te voit venir, il boira $ gorgées",2,1
,stinky-finger,"%s, ton doigt n'est plus empoisonné. Si tu n'es pas arrivé à empoisonner quelqu'un bois $ gorgées",2,1
giant-green,,"%s, tu es le géant vert ! Quand tu le souhaites, demande à un joueur de cueillir une carotte. La seule façon de cueillir une carotte est (bien entendu) en tapant son cul par terre",2,1
,giant-green,"%s, tu n'es plus le géant vert",2,1
bowl,,"%s, ton verre est bien trop petit pour une si grande bouche. Bois dans un bol à partir de maintenant",2,1
,bowl,"%s, tu peux reprendre ton verre",2,1
mowgli,,"%s, tu es Mowgli. À partir de maintenant, tu devras verser ton verre dans ta main pour boire tes gorgées",2,2
,mowgli,"%s, tu n'es plus Mowgli",2,2
fingers-mouth,,On est maintenant obligé de s'exprimer avec deux doigts dans la bouche,3,0
,fingers-mouth,Plus besoin de s'exprimer avec deux doigts dans la bouche,3,0
hand-sex,,On doit constamment avoir une main posée sur son sexe,3,0
,hand-sex,Vous pouvez décoller votre main de votre sexe,3,0
mouth-noise,,Nouvelle règle ! Chacun doit faire un maximum de bruit de bouche au moment de boire,3,0
,mouth-noise,Vous n'êtes plus obligés de faire des bruits de bouche !,3,0
only-negative,,Nouvelle règle ! Vous êtes obligés d'utiliser la négation quand vous parlez !,3,0
,only-negative,Vous n'êtes plus obligés d'utiliser la négation pour parler !,3,0
round-game,,"Jeu du rond ! Quand vous voulez, faites un rond avec le pouce et l'index entre la ceinture et l'épaule, les joueurs qui le regardent prennent $ gorgées",3,0
,round-game,Jeu du rond aboli !,3,0
gofio-game,,"Nouvelle règle, jeu du gofio en place (quelqu'un rote, le dernier à avoir dit gofio perd) ! A chaque fois le ou la perdante boit une gorgée",3,0
,gofio-game,Jeu du gofio aboli !,3,0
swear-words-on-body,,"Règle éducative ! A chaque fois qu'un joueur dit un gros mot, on doit l'écrire sur lui",3,0
,swear-words-on-body,Vous pouvez de nouveau jurer sans craindre de vous faire tatouer,3,0
middle-finger,,"Nouvelle règle, à chaque fois qu'on s'adresse à quelqu'un on lui fait un doigt d'honneur. Une gorgée pour les oublis",3,0
,middle-finger,Arrêtez de vous faire des doigts d'honneur bande de malpropres,3,0
no-toilet,,"Nouvelle règle, interdiction d'aller aux chiottes !",3,0
,no-toilet,Vous pouvez de nouveau vider votre vessie quand bon vous semble,3,0
,,"""Les sites porn*graphiques"", la personne qui répète ou qui ne trouve pas boit $ gorgées ! %s commence",4,1
,,"""Un objet commençant avec la première lettre de la personne à sa droite pouvant rentrer dans un vagin"", le joueur qui répète ou n'a plus d'idée boit $ gorgées ! %s commence",4,1
,,"""Les couleurs qui font partie d'un damier noir et blanc avec des traces de ragnagna"", la personne qui répète ou qui ne trouve pas boit $ gorgées ! %s commence",4,1
,,"""Les actrices porn*graphiques"", la personne qui répète ou qui ne trouve pas boit $ gorgées ! %s commence",4,1
,,"""Les trucs qui schlinguent"", la personne qui répète ou qui ne trouve pas boit $ gorgées ! %s commence",4,1
,,"Les lettres présentes dans le mot ""teube"", la personne qui répète ou qui ne trouve pas boit $ gorgées ! %s commence",4,1
,,"""Les coins où on peut choper des prostituées"", la personne qui répète ou qui ne trouve pas boit $ gorgées ! %s commence",4,1
,,"""Les fruits qui rentrent dans un vagin standard"", la personne qui répète ou qui ne trouve pas boit $ gorgées ! %s commence",4,1
